packet.num,eth.type,frame.len,frame.time_epoch,frame.time_delta,ip.version,ip.hdr_len,ip.dsfield.dscp,ip.len,ip.id,ip.flags,ip.frag_offset,ip.ttl,ip.proto,ip.checksum,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,icmp.type,icmp.code,ip.flags.mf,ip.frag_offset.1,ip.fragment.overlap,tcp.flags.ack,tcp.analysis.retransmission,tcp.flags.push,tcp.flags.syn,tcp.flags.fin,tcp.flags.urg,SMC1,SMC2,SMC3,SDC1,SDC2,SDC3,DMC1,DMC2,DMC3,DDC1,DDC2,DDC3
437883,2048,210,1276371778.127438,0.331148,4,5,0,196,22580,2,,44,6,3048,80.66.211.179,192.168.5.122,49946.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437886,2048,82,1276371778.3112478,0.178853,4,5,0,68,22581,2,,44,6,3175,80.66.211.179,192.168.5.122,49946.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437888,2048,118,1276371778.499786,0.154081,4,5,0,104,22582,2,,44,6,3138,80.66.211.179,192.168.5.122,49946.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437891,2048,166,1276371778.6597261,0.159522,4,5,0,152,22583,2,,44,6,3089,80.66.211.179,192.168.5.122,49946.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437893,2048,150,1276371779.2361872,0.575059,4,5,0,136,22585,2,,44,6,3103,80.66.211.179,192.168.5.122,49946.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437896,2048,118,1276371781.443122,0.562167,4,5,0,104,22588,2,,44,6,3132,80.66.211.179,192.168.5.122,49946.0,22.0,,,,,0,0,,1.0,,1.0,0.0,1.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437898,2048,66,1276371781.5974898,0.153552,4,5,0,52,22589,2,,44,6,3183,80.66.211.179,192.168.5.122,49946.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437939,2048,74,1276371790.0320683,0.372847,4,5,0,60,261,2,,44,6,25503,80.66.211.179,192.168.5.122,50427.0,22.0,,,,,0,0,,0.0,,0.0,1.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437941,2048,66,1276371790.188009,0.155692,4,5,0,52,262,2,,44,6,25510,80.66.211.179,192.168.5.122,50427.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437943,2048,66,1276371790.3523247,0.160753,4,5,0,52,263,2,,44,6,25509,80.66.211.179,192.168.5.122,50427.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437944,2048,87,1276371790.352879,0.000554,4,5,0,73,264,2,,44,6,25487,80.66.211.179,192.168.5.122,50427.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437947,2048,218,1276371790.530711,0.176434,4,5,0,204,265,2,,44,6,25355,80.66.211.179,192.168.5.122,50427.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437952,2048,210,1276371792.147629,0.89962,4,5,0,196,268,2,,44,6,25360,80.66.211.179,192.168.5.122,50427.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437955,2048,82,1276371792.34364,0.191003,4,5,0,68,269,2,,44,6,25487,80.66.211.179,192.168.5.122,50427.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437959,2048,118,1276371792.985587,0.002147,4,5,0,104,271,2,,44,6,25449,80.66.211.179,192.168.5.122,50427.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437962,2048,166,1276371793.169454,0.183501,4,5,0,152,272,2,,44,6,25400,80.66.211.179,192.168.5.122,50427.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437964,2048,150,1276371793.760721,0.59005,4,5,0,136,274,2,,44,6,25414,80.66.211.179,192.168.5.122,50427.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437973,2048,118,1276371795.488902,0.163249,4,5,0,104,275,2,,44,6,25445,80.66.211.179,192.168.5.122,50427.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437976,2048,74,1276371795.490943,0.001092,4,5,0,60,29014,2,,44,6,62285,80.66.211.179,192.168.5.122,51708.0,22.0,,,,,0,0,,0.0,,0.0,1.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437977,2048,66,1276371795.491064,0.000121,4,5,0,52,276,2,,44,6,25496,80.66.211.179,192.168.5.122,50427.0,22.0,,,,,0,0,,1.0,,0.0,0.0,1.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437980,2048,66,1276371795.684652,0.193342,4,5,0,52,29015,2,,44,6,62292,80.66.211.179,192.168.5.122,51708.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437981,2048,66,1276371795.685912,0.00126,4,5,0,52,277,2,,44,6,25495,80.66.211.179,192.168.5.122,50427.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437983,2048,66,1276371795.871884,0.183625,4,5,0,52,29016,2,,44,6,62291,80.66.211.179,192.168.5.122,51708.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437984,2048,87,1276371795.873187,0.001303,4,5,0,73,29017,2,,44,6,62269,80.66.211.179,192.168.5.122,51708.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437987,2048,218,1276371796.0471182,0.172524,4,5,0,204,29018,2,,44,6,62137,80.66.211.179,192.168.5.122,51708.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437989,2048,210,1276371796.2404768,0.158439,4,5,0,196,29019,2,,44,6,62144,80.66.211.179,192.168.5.122,51708.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437992,2048,82,1276371796.4319298,0.186437,4,5,0,68,29020,2,,44,6,62271,80.66.211.179,192.168.5.122,51708.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437994,2048,118,1276371796.62788,0.155914,4,5,0,104,29021,2,,44,6,62234,80.66.211.179,192.168.5.122,51708.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
437998,2048,166,1276371796.800139,0.028718,4,5,0,152,29022,2,,44,6,62185,80.66.211.179,192.168.5.122,51708.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438000,2048,150,1276371796.960989,0.159448,4,5,0,136,29023,2,,44,6,62200,80.66.211.179,192.168.5.122,51708.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438033,2048,118,1276371799.244751,0.129813,4,5,0,104,29024,2,,44,6,62231,80.66.211.179,192.168.5.122,51708.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438034,2048,74,1276371799.245169,0.000418,4,5,0,60,20279,2,,44,6,5485,80.66.211.179,192.168.5.122,52084.0,22.0,,,,,0,0,,0.0,,0.0,1.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438038,2048,66,1276371799.24944,0.003735,4,5,0,52,29025,2,,44,6,62282,80.66.211.179,192.168.5.122,51708.0,22.0,,,,,0,0,,1.0,,0.0,0.0,1.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438041,2048,66,1276371799.430603,0.096966,4,5,0,52,20280,2,,44,6,5492,80.66.211.179,192.168.5.122,52084.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438042,2048,66,1276371799.431166,0.000563,4,5,0,52,29026,2,,44,6,62281,80.66.211.179,192.168.5.122,51708.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438045,2048,66,1276371799.5893168,0.021159,4,5,0,52,20281,2,,44,6,5491,80.66.211.179,192.168.5.122,52084.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438046,2048,87,1276371799.589859,0.000542,4,5,0,73,20282,2,,44,6,5469,80.66.211.179,192.168.5.122,52084.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438051,2048,218,1276371799.797259,0.193013,4,5,0,204,20283,2,,44,6,5337,80.66.211.179,192.168.5.122,52084.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438055,2048,210,1276371800.554825,0.133465,4,5,0,196,20285,2,,44,6,5343,80.66.211.179,192.168.5.122,52084.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438059,2048,82,1276371800.7339568,0.118042,4,5,0,68,20286,2,,44,6,5470,80.66.211.179,192.168.5.122,52084.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438061,2048,118,1276371800.946636,0.175574,4,5,0,104,20287,2,,44,6,5433,80.66.211.179,192.168.5.122,52084.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438064,2048,166,1276371801.114479,0.167465,4,5,0,152,20288,2,,44,6,5384,80.66.211.179,192.168.5.122,52084.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438068,2048,150,1276371801.731846,0.128134,4,5,0,136,20290,2,,44,6,5398,80.66.211.179,192.168.5.122,52084.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438074,2048,118,1276371804.241548,0.177461,4,5,0,104,20291,2,,44,6,5429,80.66.211.179,192.168.5.122,52084.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438076,2048,66,1276371804.2419262,0.000143,4,5,0,52,20292,2,,44,6,5480,80.66.211.179,192.168.5.122,52084.0,22.0,,,,,0,0,,1.0,,0.0,0.0,1.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438079,2048,74,1276371804.244262,0.001826,4,5,0,60,14077,2,,44,6,11687,80.66.211.179,192.168.5.122,52490.0,22.0,,,,,0,0,,0.0,,0.0,1.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438082,2048,66,1276371804.3966498,0.058669,4,5,0,52,20293,2,,44,6,5479,80.66.211.179,192.168.5.122,52084.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438083,2048,66,1276371804.398385,0.001735,4,5,0,52,14078,2,,44,6,11694,80.66.211.179,192.168.5.122,52490.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438086,2048,87,1276371805.061135,0.587086,4,5,0,73,14081,2,,44,6,11670,80.66.211.179,192.168.5.122,52490.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438089,2048,218,1276371805.237999,0.175511,4,5,0,204,14082,2,,44,6,11538,80.66.211.179,192.168.5.122,52490.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438091,2048,210,1276371805.429658,0.159527,4,5,0,196,14083,2,,44,6,11545,80.66.211.179,192.168.5.122,52490.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438094,2048,82,1276371805.605844,0.171161,4,5,0,68,14084,2,,44,6,11672,80.66.211.179,192.168.5.122,52490.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438097,2048,118,1276371805.796093,0.133442,4,5,0,104,14085,2,,44,6,11635,80.66.211.179,192.168.5.122,52490.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438104,2048,166,1276371806.4000278,0.241184,4,5,0,152,14087,2,,44,6,11585,80.66.211.179,192.168.5.122,52490.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438107,2048,150,1276371806.976991,0.451583,4,5,0,136,14089,2,,44,6,11599,80.66.211.179,192.168.5.122,52490.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438318,2048,66,1276371809.638561,0.064059,4,5,0,52,14091,2,,44,6,11681,80.66.211.179,192.168.5.122,52490.0,22.0,,,,,0,0,,1.0,,0.0,0.0,1.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438339,2048,118,1276371810.038039,0.004588,4,5,0,104,14092,2,,44,6,11628,80.66.211.179,192.168.5.122,52490.0,22.0,,,,,0,0,,1.0,1.0,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438360,2048,66,1276371810.20128,0.003112,4,5,0,52,44124,2,,44,6,47183,80.66.211.179,192.168.5.122,52490.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438466,2048,74,1276371812.623311,0.020007,4,5,0,60,20937,2,,44,6,4827,80.66.211.179,192.168.5.122,53020.0,22.0,,,,,0,0,,0.0,,0.0,1.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438478,2048,66,1276371812.77728,0.056644,4,5,0,52,20938,2,,44,6,4834,80.66.211.179,192.168.5.122,53020.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438489,2048,66,1276371812.9452958,0.001618,4,5,0,52,20939,2,,44,6,4833,80.66.211.179,192.168.5.122,53020.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438490,2048,87,1276371812.945827,0.000531,4,5,0,73,20940,2,,44,6,4811,80.66.211.179,192.168.5.122,53020.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438503,2048,218,1276371813.1315682,0.037988,4,5,0,204,20941,2,,44,6,4679,80.66.211.179,192.168.5.122,53020.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438519,2048,210,1276371813.323462,0.06223,4,5,0,196,20942,2,,44,6,4686,80.66.211.179,192.168.5.122,53020.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438530,2048,82,1276371813.502828,0.015493,4,5,0,68,20943,2,,44,6,4813,80.66.211.179,192.168.5.122,53020.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438535,2048,118,1276371813.7083662,0.096756,4,5,0,104,20944,2,,44,6,4776,80.66.211.179,192.168.5.122,53020.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438546,2048,166,1276371813.8777149,0.008616,4,5,0,152,20945,2,,44,6,4727,80.66.211.179,192.168.5.122,53020.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438557,2048,150,1276371814.063448,0.04354,4,5,0,136,20946,2,,44,6,4742,80.66.211.179,192.168.5.122,53020.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438655,2048,118,1276371815.710096,0.082105,4,5,0,104,20947,2,,44,6,4773,80.66.211.179,192.168.5.122,53020.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438658,2048,66,1276371815.7116668,0.000646,4,5,0,52,20948,2,,44,6,4824,80.66.211.179,192.168.5.122,53020.0,22.0,,,,,0,0,,1.0,,0.0,0.0,1.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438674,2048,66,1276371815.880235,0.022821,4,5,0,52,20949,2,,44,6,4823,80.66.211.179,192.168.5.122,53020.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
438986,2048,74,1276371818.702895,0.535786,4,5,0,60,8360,2,,44,6,17404,80.66.211.179,192.168.5.122,53541.0,22.0,,,,,0,0,,0.0,,0.0,1.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
439400,2048,78,1276371822.6622128,0.021056,4,5,0,64,8362,2,,44,6,17398,80.66.211.179,192.168.5.122,53541.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
439420,2048,66,1276371822.831216,0.05377,4,5,0,52,8363,2,,44,6,17409,80.66.211.179,192.168.5.122,53541.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
439421,2048,87,1276371822.831986,0.00077,4,5,0,73,8364,2,,44,6,17387,80.66.211.179,192.168.5.122,53541.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
439483,2048,218,1276371823.068088,4e-05,4,5,0,204,8365,2,,44,6,17255,80.66.211.179,192.168.5.122,53541.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
439534,2048,210,1276371823.264153,0.048497,4,5,0,196,8366,2,,44,6,17262,80.66.211.179,192.168.5.122,53541.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
439564,2048,82,1276371823.476726,7e-06,4,5,0,68,8367,2,,44,6,17389,80.66.211.179,192.168.5.122,53541.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
439646,2048,118,1276371823.702274,7e-06,4,5,0,104,8368,2,,44,6,17352,80.66.211.179,192.168.5.122,53541.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
439681,2048,166,1276371823.8676322,0.000882,4,5,0,152,8369,2,,44,6,17303,80.66.211.179,192.168.5.122,53541.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
439706,2048,150,1276371824.0385647,0.034858,4,5,0,136,8370,2,,44,6,17318,80.66.211.179,192.168.5.122,53541.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
439910,2048,118,1276371826.368145,0.045431,4,5,0,104,8371,2,,44,6,17349,80.66.211.179,192.168.5.122,53541.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
439913,2048,66,1276371826.370663,0.001574,4,5,0,52,8372,2,,44,6,17400,80.66.211.179,192.168.5.122,53541.0,22.0,,,,,0,0,,1.0,,0.0,0.0,1.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
439914,2048,74,1276371826.3708498,0.000187,4,5,0,60,24909,2,,44,6,855,80.66.211.179,192.168.5.122,54500.0,22.0,,,,,0,0,,0.0,,0.0,1.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
439921,2048,66,1276371826.5635378,0.002691,4,5,0,52,8373,2,,44,6,17399,80.66.211.179,192.168.5.122,53541.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
439924,2048,66,1276371826.568247,0.002144,4,5,0,52,24910,2,,44,6,862,80.66.211.179,192.168.5.122,54500.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
439929,2048,66,1276371826.759505,0.003805,4,5,0,52,24911,2,,44,6,861,80.66.211.179,192.168.5.122,54500.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
439930,2048,87,1276371826.760781,0.001276,4,5,0,73,24912,2,,44,6,839,80.66.211.179,192.168.5.122,54500.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
439942,2048,218,1276371826.936429,0.120526,4,5,0,204,24913,2,,44,6,707,80.66.211.179,192.168.5.122,54500.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
439974,2048,210,1276371827.158393,0.01386,4,5,0,196,24914,2,,44,6,714,80.66.211.179,192.168.5.122,54500.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
440235,2048,82,1276371828.895534,0.589479,4,5,0,68,24918,2,,44,6,838,80.66.211.179,192.168.5.122,54500.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
440237,2048,118,1276371829.11337,0.178105,4,5,0,104,24919,2,,44,6,801,80.66.211.179,192.168.5.122,54500.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
440242,2048,66,1276371829.274407,0.011726,4,5,0,52,24920,2,,44,6,852,80.66.211.179,192.168.5.122,54500.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
440243,2048,166,1276371829.277544,0.003137,4,5,0,152,24921,2,,44,6,751,80.66.211.179,192.168.5.122,54500.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
440282,2048,150,1276371829.884072,0.000205,4,5,0,136,24923,2,,44,6,765,80.66.211.179,192.168.5.122,54500.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
440347,2048,118,1276371832.0185559,0.153686,4,5,0,104,24924,2,,44,6,796,80.66.211.179,192.168.5.122,54500.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
440349,2048,66,1276371832.018899,0.000133,4,5,0,52,24925,2,,44,6,847,80.66.211.179,192.168.5.122,54500.0,22.0,,,,,0,0,,1.0,,0.0,0.0,1.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
440351,2048,74,1276371832.0214882,0.00215,4,5,0,60,19989,2,,44,6,5775,80.66.211.179,192.168.5.122,55010.0,22.0,,,,,0,0,,0.0,,0.0,1.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
440377,2048,66,1276371833.402263,0.153733,4,5,0,52,45116,2,,44,6,46191,80.66.211.179,192.168.5.122,54500.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
440418,2048,78,1276371835.3660753,0.04193,4,5,0,64,19991,2,,44,6,5769,80.66.211.179,192.168.5.122,55010.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
440445,2048,87,1276371836.045073,0.029705,4,5,0,73,19994,2,,44,6,5757,80.66.211.179,192.168.5.122,55010.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
440460,2048,218,1276371836.251997,0.007047,4,5,0,204,19995,2,,44,6,5625,80.66.211.179,192.168.5.122,55010.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
440478,2048,210,1276371836.43652,0.007013,4,5,0,196,19996,2,,44,6,5632,80.66.211.179,192.168.5.122,55010.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
440484,2048,82,1276371836.6279778,0.106279,4,5,0,68,19997,2,,44,6,5759,80.66.211.179,192.168.5.122,55010.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
440517,2048,118,1276371837.2877822,0.028706,4,5,0,104,19999,2,,44,6,5721,80.66.211.179,192.168.5.122,55010.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
440525,2048,166,1276371837.468692,0.087686,4,5,0,152,20000,2,,44,6,5672,80.66.211.179,192.168.5.122,55010.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
440529,2048,150,1276371837.629805,0.102397,4,5,0,136,20001,2,,44,6,5687,80.66.211.179,192.168.5.122,55010.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
440572,2048,118,1276371839.729528,0.158851,4,5,0,104,20002,2,,44,6,5718,80.66.211.179,192.168.5.122,55010.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
440575,2048,66,1276371839.7314498,0.00104,4,5,0,52,20003,2,,44,6,5769,80.66.211.179,192.168.5.122,55010.0,22.0,,,,,0,0,,1.0,,0.0,0.0,1.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
440577,2048,74,1276371839.7320278,0.000229,4,5,0,60,41646,2,,44,6,49653,80.66.211.179,192.168.5.122,55723.0,22.0,,,,,0,0,,0.0,,0.0,1.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
440586,2048,66,1276371839.897434,0.058745,4,5,0,52,20004,2,,44,6,5768,80.66.211.179,192.168.5.122,55010.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
440587,2048,66,1276371839.902869,0.005435,4,5,0,52,41647,2,,44,6,49660,80.66.211.179,192.168.5.122,55723.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
440590,2048,66,1276371840.06598,0.02333,4,5,0,52,41648,2,,44,6,49659,80.66.211.179,192.168.5.122,55723.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
